,index,Comment,GPT_4_Predicted_MLTD_label,spaCy_Predicted_MLTD_label,actual_MLTD_label
4402,4654,TODO: padding insteads of drop_remainder,Yes,No,y
4403,4655,The convention in BERT is:,No,No,n
4404,4656,len(bert_tokens[i]) maybe greater than 1,No,No,n
4405,4657,"We \""pool\"" the model by simply taking the hidden state corresponding",No,Yes,y
4406,4658,# The convention in BERT is:,No,No,n
4407,4659,1 = move left,No,Yes,y
4408,4660,You can just specify the packages manually here if your project is,No,Yes,y
4409,4661,request new dataframes if needed,No,No,n
4410,4662,TODO,Yes,Yes,n
4411,4663,TODO,Yes,Yes,n
4412,4664,TODO,Yes,Yes,n
4413,4665,TODO:,Yes,No,n
4414,4666,TODO:,Yes,No,n
4415,4667,TODO: mean frobenius loss,Yes,Yes,y
4416,4668,TODO: 512 kernels of 1x1x512,Yes,Yes,y
4417,4671,TODO: use FLAGS.batch_size,Yes,No,y
4418,4673,datadict = {column:[] for column in unique_columns},No,No,n
4419,4674,"\""\""\"" || The base convolution neural networks mainly implement some useful cnn functions || \""\""\""",No,Yes,y
4420,4675,TODO luoyao(luoyao@baidu.com) Here can apply some augmentation functions,Yes,Yes,y
4421,4677,Group all the op needed for training,No,No,n
4422,4678,TODO out input images based on custom Dataset class; are PIL images; so they are [0;1].,Yes,Yes,y
4423,4679,TODO change to desired one on colab,Yes,No,y
4424,4680,TODO define custom loss,Yes,Yes,y
4425,4681,"TODO there is a \""uniform\"" version too. Check out which is correct",Yes,Yes,y
4426,4682,"TODO there is a \""uniform\"" version too. Check out which is correct",Yes,Yes,y
4427,4683,TODO Im not sure about this. SO I used default value!,Yes,Yes,y
4428,4684,TODO do patching of y and y_pred,Yes,Yes,y
4429,4686,would be a nice idea if the upsampling could be learned too;,No,Yes,y
4430,4687,If true; `todo` and `todoList` produce output; else they produce nothing.,No,Yes,y
4431,4688,nn.Dropout();  # remove `Dropout` for better performance,Yes,Yes,y
4432,4689,nn.Dropout()  # remove `Dropout` for better performance,Yes,Yes,y
4433,4690,todo: Replace with logger,Yes,Yes,y
4434,4691,TODO: make it efficinet,Yes,No,y
4435,4692,TODO: Add multiprocessing\/multithreading here,Yes,Yes,y
4436,4693,todo: Replace with logger,Yes,Yes,y
4437,4694,TODO: add backward images also.,Yes,Yes,y
4438,4695,TODO: put check for png,Yes,No,y
4439,4696,TODO: Check assertion for channel 3,Yes,No,y
4440,4697,TODO: tf.image.resize_images; Require 4-d images with batch; add extra dimension; then remove it,Yes,Yes,y
4441,4698,TODO: add val directory,Yes,No,y
4442,4699,TODO: Pre-processing image; labels and bboxes.,Yes,Yes,y
4443,4700,TODO: Remove This Part,Yes,No,y
4444,4701,TODO: Pure tensorflow; Keras Not Allowed,Yes,No,y
4445,4702,TODO: Check whether required,Yes,Yes,y
4446,4703,TODO: add more if needed.,Yes,No,y
4447,4704,TODO: Implement validation part later,Yes,Yes,y
4448,4706,TODO: check Vto is 4 shaped or 3; use expand dimension,Yes,No,y
4449,4707,TODO: if not exist write script for downloading,Yes,Yes,y
4450,4708,TODO: Must implement flipping,Yes,No,y
4451,4709,TODO: Check why  vy * (H\/2) didnt work,Yes,Yes,y
4452,4710,TODO :Remove (),Yes,No,y
4453,4711,TODO: check flow_back_wrap,Yes,No,y
4454,4712,Note: Not a efficient implementation,Yes,No,y
4455,4714,TODO :Remove (),Yes,No,y
4456,4715,TODO: check Vto is 4 shaped or 3; use expand dimension,Yes,No,y
4457,4716,TODO: check flow_back_wrap,Yes,No,y
4458,4717,TODO: with tf.device('\/cpu:0'):,Yes,No,y
4459,4718,if np.nan_to_num(acc_avg) > pre_acc_avg:  # save the better model based on the f1 score,No,Yes,y
4460,4719,if np.nan_to_num(acc_avg) > pre_acc_avg:  # save the better model based on the f1 score,No,Yes,y
4461,4720,"\""\""\"" || Created on Tue Sep 11 17:33:58 2018 ||  || @author: 123 || \""\""\""",No,No,n
4462,4721,In general; the value of k may reduce the effect of noise on the classification; but makes the boundaries between each classification becomes more blurred.,No,Yes,y
4463,4722,# In general; the value of k may reduce the effect of noise on the classification; but makes the boundaries between each classification becomes more blurred.,No,Yes,y
4464,4723,could adjust to accelerate (small) or improve accuracy(large).,No,No,n
4465,4724,fix mpii json <=,No,Yes,y
4466,4725,fix mask problems,Yes,Yes,y
4467,4726,regressor = tf.estimator.LinearRegressor(feature_columns=feature_columns;,No,Yes,y
4468,4727,regressor = tf.estimator.LinearRegressor(feature_columns=feature_columns;,No,Yes,y
4469,4728,feature_columns = [tf.feature_column.numeric_column(k) for k in FEATURES],No,No,n
4470,4729,TODO: if this doesn't work; try feedable iterator.,Yes,Yes,y
4471,4730,TODO: if this doesn't work; try feedable iterator.,Yes,Yes,y
4472,4731,TODO: here the implementation could be prone to errors. Not entirely sure.,Yes,Yes,y
4473,4732,TODO: here the implementation could be prone to errors. Not entirely sure.,Yes,Yes,y
4474,4733,TODO: this [0] is just a temporary solution. Need to implement per-task thresholds.,Yes,Yes,y
4475,4734,TODO: I made the decision to force disable early stopping for cross validation here;,Yes,No,y
4476,4736,TODO: the following line is hardcoded; which might need to be changed in the future.,Yes,Yes,y
4477,4738,TODO: Not quite sure whether we should let mol_embeddings have the same dropout rate.,Yes,Yes,y
4478,4739,Default model is better; return hyperparameters,No,Yes,y
4479,4740,TODO (ytz) this is a bandage solution to reorder the atoms so,Yes,No,y
4480,4741,TODO: need to figure out about n_samples.,Yes,Yes,y
4481,4742,TODO: this is unfinished.,Yes,No,y
4482,4743,The convention used is that the first task is the metric.,No,Yes,y
4483,4744,dict is needed in case groups aren't strictly flattened or,No,Yes,y
4484,4745,Compute number of actives needed per task.,No,No,n
4485,4746,TODO (ytz): really; we want at least one active and inactive in both scenarios.,Yes,Yes,y
4486,4747,TODO (Ytz): for regression tasks we'd stop after only one cluster.,Yes,Yes,y
4487,4748,These columns may be missing is the dataset is unlabelled.,No,Yes,y
4488,4749,calculate which index this degree block ends up in the final,No,Yes,y
4489,4750,meaningfully; so not going to support that functionality for now.,No,Yes,y
4490,4751,Taken from Keras code [citation needed],No,Yes,y
4491,4752,(TODO YTZ:) faster; less memory intensive way,Yes,Yes,y
4492,4753,d = tf.nn.relu(d) # fix numerical instabilities about diagonal,No,Yes,y
4493,4754,The section below is a workaround for the instability of the server. I don't like,Yes,Yes,y
4494,4755,TODO: need to copy the code changes related to plotting from the function above.,Yes,Yes,y
4495,4756,# TODO: calculating the simple average of the aggregated tasks,Yes,Yes,y
4496,4757,TODO: need to change this function to allow plotting.,Yes,No,y
4497,4758,TODO: need to put aggregate here.,Yes,Yes,y
4498,4759,I added the dataset here to implement output_predictions() function easier.,No,No,n
4499,4760,TODO: the following function needs revision to work properly.,Yes,Yes,y
4500,4761,TODO: need to change this function to allow plotting.,Yes,No,y
4501,4762,TODO: filtering is needed to be added as a suffix.,Yes,No,y
4502,4763,TODO can we make it work with the queue?,Yes,Yes,y
4503,4764,Consider all possible tokens we could add to this candidate sequence.,No,Yes,y
4504,4766,TODO: need to figure out about n_samples.,Yes,Yes,y
4505,4767,TODO: Not quite sure whether we should let mol_embeddings have the same dropout rate.,Yes,Yes,y
4506,4769,TODO Once we drop Python 2 support; turn outputs into a proper keyword arg,Yes,Yes,y
4507,4770,instead of using the **kwargs hack.,Yes,Yes,y
4508,4772,TODO: it is just a stub.,Yes,Yes,y
4509,4777,TODO: Not quite sure whether we should let mol_embeddings have the same dropout rate.,Yes,Yes,y
4510,4778,TODO: I did not change this class because I don't invoke it.,Yes,No,y
4511,4779,TODO: I made almost 0 changes to this class.,Yes,No,y
4512,4780,TODO: I didn't change this class.,Yes,No,y
4513,4781,TODO: didn't touch this class.,Yes,Yes,y
4514,4782,TODO: I didn't exactly follow the version of Deepchem on June 4; 2018. I think that version,Yes,Yes,y
4515,4784,TODO: didn't modify from here to the class IterRefLSTMEmbedding.,Yes,Yes,y
4516,4785,TODO: this should be changed after the TensorFlow package is updated.,Yes,Yes,y
4517,4786,TODO: unmodified from here all the way to the end; except class Dropout..,Yes,Yes,y
4518,4787,TODO: I left it as a stub. Need to populate it if required.,Yes,Yes,y
4519,4788,TODO Once we drop Python 2 support; turn outputs into a proper keyword arg,Yes,Yes,y
4520,4789,instead of using the **kwargs hack.,Yes,Yes,y
4521,4790,# TODO: Need to change it to tf.layers.Dense() after updating TF.,Yes,No,y
4522,4791,# TODO: calculating the simple average of the aggregated tasks,Yes,Yes,y
4523,4792,I added the dataset here to implement output_predictions() function easier.,No,No,n
4524,4793,TODO: the following function needs revision to work properly.,Yes,Yes,y
4525,4794,TODO: unfinished.,Yes,No,y
4526,4795,HACK: cell_line_to_use should only contain 1 element; otherwise taking the 0th element causes problem.,Yes,No,y
4527,4796,Hack to allow for easy unpickling:,Yes,Yes,y
4528,4797,TODO (flee2): for transform_y; figure out weights,Yes,Yes,y
4529,4799,HACK: the following if-else block could be prone to errors.,Yes,No,y
4530,4800,HACK: We set frac_train to 1.0 because assume NCI60 dataset is for prediction only: there,Yes,No,y
4531,4802,HACK: I only did oversampled dataset handling for k-fold split.,Yes,No,y
4532,4803,HACK: I haven't implemented the oversampled splitting under these circumstances. It is,Yes,No,y
4533,4804,HACK: The last line is only temporary.,Yes,No,y
4534,4805,HACK: I haven't implemented the oversampled splitting under these circumstances. It is,Yes,No,y
4535,4806,TODO: need to rewrite this section to accommodate the self.input_protein=False scenario.,Yes,No,y
4536,4807,TODO: this whole thing should be modularized as one function; until the elif.,Yes,Yes,y
4537,4808,TODO: we should extract this block as a function.,Yes,No,y
4538,4809,TODO,Yes,Yes,n
4539,4810,TODO,Yes,Yes,n
4540,4811,HACK: the following if-else block could be prone to errors.,Yes,No,y
4541,4812,Sum the columns first.,No,Yes,y
4542,4813,Sum the columns first.,No,Yes,y
4543,4814,TODO: build dataloader,Yes,Yes,y
4544,4816,TODO: eval,Yes,Yes,n
4545,4817,TODO: 1-D conv\u662F \u4E09\u7EF4 \uFF0C2-D conv\u662F\u56DB\u7EF4,Yes,Yes,y
4546,4818,TODO: label\u662Fdecoder\u8F93\u5165 g_truth\u662Fdecoder\u7684target,Yes,No,n
4547,4819,FIXME: \u53EF\u80FD\u4E0D\u9700\u8981dropout https:\/\/github.com\/kaituoxu\/Speech-Transformer\/blob\/master\/src\/transformer\/attention.py#L83,Yes,No,y
4548,4820,FIXME: \u662F\u5426\u9700\u8981Share the weight matrix between target word embedding & the final logit dense layer,Yes,Yes,y
4549,4821,Author: Peter Kang\t                 #,No,No,n
4550,4822,move part of the unit outside,No,No,n
4551,4823,The multiple of 64 is needed to ensure smooth scaling of feature,No,No,n
4552,4824,Improve performance by trimming to top anchors by score,Yes,No,y
4553,4825,Pad if needed,No,No,y
4554,4826,TF doesn't have a way to sort by two columns; so merge them and sort.,Yes,Yes,y
4555,4827,TODO: Rename target_bbox to target_deltas for clarity,Yes,No,y
4556,4828,TODO: Filter out boxes with zero area,Yes,No,y
4557,4830,TODO: use smooth_l1_loss() rather than reimplementing here,Yes,Yes,y
4558,4831,TODO: Update this line to work with batch > 1. Right now it assumes all,Yes,Yes,y
4559,4832,TODO: will be removed in a future update in favor of augmentation,Yes,Yes,y
4560,4833,TODO: To hard example mine or not to hard example mine; that's the question,Yes,Yes,y
4561,4834,TODO: If multiple anchors have the same IoU match all of them,Yes,Yes,y
4562,4835,For positive anchors; compute shift and scale needed to transform them,No,No,n
4563,4836,TODO: use box_refinement() rather than duplicating the code here,Yes,No,y
4564,4838,A hack to get around Keras's bad support for constants,Yes,Yes,y
4565,4839,TODO: verify that this handles zero padded ROIs,Yes,Yes,y
4566,4840,TODO: clean up (use tf.identify if necessary),Yes,No,y
4567,4841,Work-around for Windows: Keras fails on Windows when using,Yes,Yes,y
4568,4842,TODO: move resizing to mold_image(),Yes,Yes,y
4569,4843,TODO: Remove this after the notebook are refactored to not use it,Yes,No,y
4570,4844,TODO: Build and use this function to reduce code duplication,Yes,Yes,y
4571,4845,TODO: cleaner to do zero unpadding upstream,Yes,Yes,y
4572,4846,In the long run; it's more efficient to modify the code to support large,Yes,Yes,y
4573,4847,TODO: Replace with matplotlib equivalent?,Yes,No,y
4574,4848,fix for Python 3.,No,Yes,y
4575,4849,Needed if we want to do something like:,No,Yes,y
4576,4850,print(train_list.columns),No,No,n
4577,4851,print(train_list.columns),No,No,n
4578,4852,print(train_list.columns),No,No,n
4579,4853,fix FLAGS.load to appropriate type,Yes,Yes,y
4580,4854,it simply verifies that the code executes properly and that the expected output image is indeed created in .\/test\/img\/out,No,Yes,y
4581,4855,TODO: Allow Keras Lambda to use func arguments for output_shape?,Yes,No,y
4582,4856,TODO: Remove or add option for static implementation.,Yes,Yes,y
4583,4857,TODO: Repeat_elements and tf.split doesn't support dynamic splits.,Yes,Yes,y
4584,4858,conv_index = conv_index[:; [1; 0]]  # swap columns for YOLO ordering.,No,Yes,y
4585,4859,TODO: Remove extra computation shared with yolo_head.,Yes,Yes,y
4586,4860,TODO: Adjust predictions by image width\/height for non-square images?,Yes,Yes,y
4587,4862,TODO: Expose tf.boolean_mask to Keras backend?,Yes,Yes,y
4588,4863,TODO: Something must be done about this ugly hack!,Yes,Yes,y
4589,4864,TODO: Remove hardcoding of downscaling calculations.,Yes,Yes,y
4590,4865,TODO: Check transpose flag when implementing fully connected layers.,Yes,Yes,y
4591,4866,TODO: This assumes channel last dim_ordering.,Yes,Yes,y
4592,4868,TODO: Add check for Theano dim ordering.,Yes,Yes,y
4593,4878,TODO: remove this,Yes,No,y
4594,4879,simple and efficient learning algorithms like Naive Bayes (``naive_bayes``),No,Yes,y
4595,4880,"\""\""\""Use type annotations as much as possible. ||  || Also run ``mypy`` to check if the variable types was specified correctly. || Use the following command before pushing your modifications to the remote || repository: ||  ||     $ python -m mypy yourModuleName.py --ignore-missing-imports ||  || Note that all warnings must be fixed to your modifications be accepted; || so take your time to fix your variables type. || \""\""\""",No,Yes,n
4596,4881,time to fix your code.,Yes,Yes,y
4597,4882,it now as this argument is needed to compute this,No,No,n
