Comment,MLTD
"\""\""\"" || This module handles map plotting. Currently only 3 types of map types are \\ || supported (aggregated choropleth; geo-scatterplot; and lines on map). ||  || Global Variables: ||     - Sidebar: To be used for creating side-menus. ||  || Functions: ||     - Map_Options: Generate the layout of the dashboard. ||     - country2code: It takes a string and tries to convert it to a country \\ ||                     code by trying out various encodings. ||  || Dash callbacks: ||     - render_variable_choices_maps: Create a menu of dcc components for \\ ||                                     the user to choose plotting options. ||     - show_hide_aggregator_dropdown: Disable some dropdowns. Some maps do \\ ||                                      not handle all the fields. ||     - plot_map: Plot the map according to user choices. ||  || TODO: ||     Implement https:\/\/plot.ly\/python\/choropleth-maps\/#choropleth-inset-map || TODO: ||     Add text\/annotations to the various maps. || \""\""\""",No
TODO use np.unique for run-length encoding?,Yes
TODO: add character level encoding,Yes
TODO: add character-level encoding,Yes
TODO First spike encoding.,Yes
f = open(JobService.Project.path(project) + '.upload';'w') #TODO: check for problems with character encoding?,Yes
TODO: catch encoding errors,Yes
TODO: check for problems with character encoding?,Yes
"o += \"" format=\\\""\""+inputformat.__class__.__name__+\""\\\"" formatlabel=\\\""\""+inputformat.name+\""\\\"" encoding=\\\""\""+inputformat.encoding+\""\\\""\""; #TODO: output nice format labels?",Yes
TODO: only re-download the ones with encoding issues. Don't touch the rest.,Yes
TODO: Arguments for sparse vector encoding,Yes
TODO: use `image_encoding_channels` when calling class ImageEncoding,Yes
todo: re-add positional encodings,Yes
TODO: Should write this to file and avoid doing encoding if already exists,Yes
"\""\""\""Converts legacy encodings into Unicode || TODO for replacer.py: ||  - add perseus-style iota subscript and diaeresis || \""\""\""",Yes
"\""\""\""Converts legacy encodings into Unicode. ||  || TODO: Rm regex dependency || TODO: Add tests || \""\""\""",Yes
get_sinusoid_encoding_table  # todo: \u5E94\u8BE5\u5C06position embedding\u79FB\u5230core,Yes
TODO: Check if the encoding method is included in the manifest,Yes
TODO: If auto-sklearn & TPOT also require imputation & dummy encoding; let's move this to common_code,Yes
TODO One-hot encoding of either type labels or of a tensor of type ids (some class renaming required in the,Yes
TODO (wardlt): One-hot encoding for the elements,Yes
TODO: Encoding and decoding back and forth not terribly efficient,Yes
todo encoding; unicode fields; errors?,Yes
TODO: assert encoding and filename exist,Yes
TODO: encoding of molecular graph into vector,Yes
TODO: Handle encodings other than int16,Yes
TODO: I've got the encoding (int16) hardcoded in a few places.,No
TODO: Write test for encoding bug,Yes
TODO: remove label encoding when class bug is fixed,Yes
TODO: Check if weight is tied to encoding embedding,Yes
TODO: use `tokenize.detect_encoding`,Yes
TODO don't like that: encoding after each event,Yes
TODO might not work with label_featurizer encoding;,Yes
